============================================================
METHANE SEGMENTATION ZCU104 OPTIMIZED BENCHMARK
[VAL 288/342] ang20191025t185816_r3392_c513_w151_h151 F1=0.4256 IoU=0.2704
[VAL 289/342] ang20191021t174954_r7671_c297_w151_h151 F1=0.8190 IoU=0.6934
[VAL 290/342] ang20191025t193513_r11161_c353_w151_h151 F1=0.1290 IoU=0.0690
[VAL 291/342] ang20191018t174629_r3845_c306_w151_h151 F1=0.3485 IoU=0.2110
[VAL 292/342] ang20191025t195446_r13044_c34_w151_h151 F1=0.0000 IoU=0.0000
[VAL 293/342] ang20191018t183859_r13616_c304_w151_h151 F1=0.0000 IoU=0.0000
[VAL 294/342] ang20191018t183859_r1571_c261_w151_h151 F1=0.5789 IoU=0.4074
[VAL 295/342] ang20191021t170142_r3494_c185_w151_h151 F1=0.4000 IoU=0.2500
[VAL 296/342] ang20191018t181457_r9197_c354_w151_h151 F1=0.8037 IoU=0.6719
[VAL 297/342] ang20191018t165503_r13209_c119_w151_h151 F1=0.2743 IoU=0.1589
[VAL 298/342] ang20191021t153008_r8243_c183_w151_h151 F1=0.8847 IoU=0.7932
[VAL 299/342] ang20191021t194835_r7213_c218_w151_h151 F1=0.7925 IoU=0.6562
[VAL 300/342] ang20191025t191752_r5281_c191_w151_h151 F1=0.0000 IoU=0.0000
[VAL 301/342] ang20191021t153008_r2876_c296_w151_h151 F1=0.0000 IoU=0.0000
[VAL 302/342] ang20191021t181927_r6019_c105_w151_h151 F1=0.6706 IoU=0.5045
[VAL 303/342] ang20191025t195446_r7025_c79_w151_h151 F1=0.0000 IoU=0.0000
[VAL 304/342] ang20191018t153724_r7214_c341_w151_h151 F1=0.6587 IoU=0.4910
[VAL 305/342] ang20191021t183204_r2919_c133_w151_h151 F1=0.0000 IoU=0.0000
[VAL 306/342] ang20191018t174629_r6767_c366_w151_h151 F1=0.0000 IoU=0.0000
[VAL 307/342] ang20191021t163119_r7802_c11_w151_h151 F1=0.6904 IoU=0.5271
[VAL 308/342] ang20191021t173221_r4208_c335_w151_h151 F1=0.7000 IoU=0.5385
[VAL 309/342] ang20191018t181457_r14833_c352_w151_h151 F1=0.4571 IoU=0.2963
[VAL 310/342] ang20191021t154726_r8306_c43_w151_h151 F1=0.6297 IoU=0.4595
[VAL 311/342] ang20191021t183204_r8165_c369_w151_h151 F1=0.8889 IoU=0.8000
[VAL 312/342] ang20191025t185816_r3570_c516_w151_h151 F1=0.2607 IoU=0.1499
[VAL 313/342] ang20191018t183859_r16730_c458_w151_h151 F1=0.5714 IoU=0.4000
[VAL 314/342] ang20191021t154726_r10373_c98_w151_h151 F1=0.7537 IoU=0.6048
[VAL 315/342] ang20191021t161810_r3297_c150_w151_h151 F1=0.6824 IoU=0.5179
[VAL 316/342] ang20191021t183204_r9164_c171_w151_h151 F1=0.0000 IoU=0.0000
[VAL 317/342] ang20191021t163119_r3808_c462_w151_h151 F1=0.3431 IoU=0.2071
[VAL 318/342] ang20191021t154726_r2551_c317_w151_h151 F1=0.7727 IoU=0.6296
[VAL 319/342] ang20191021t180251_r10173_c407_w151_h151 F1=0.0000 IoU=0.0000
[VAL 320/342] ang20191021t153008_r2518_c8_w151_h151 F1=0.7813 IoU=0.6411
[VAL 321/342] ang20191025t185816_r10288_c294_w151_h151 F1=0.0000 IoU=0.0000
[VAL 322/342] ang20191021t194835_r10970_c92_w151_h151 F1=0.6759 IoU=0.5105
[VAL 323/342] ang20191021t153008_r4646_c236_w151_h151 F1=0.2117 IoU=0.1184
[VAL 324/342] ang20191021t180251_r10725_c23_w151_h151 F1=0.5623 IoU=0.3911
[VAL 325/342] ang20191018t183859_r15446_c375_w151_h151 F1=0.0000 IoU=0.0000
[VAL 326/342] ang20191021t184841_r8326_c425_w151_h151 F1=0.7254 IoU=0.5691
[VAL 327/342] ang20191021t163119_r8232_c64_w151_h151 F1=0.6610 IoU=0.4937
[VAL 328/342] ang20191021t164905_r9972_c178_w151_h151 F1=0.0000 IoU=0.0000
[VAL 329/342] ang20191018t183859_r3359_c292_w151_h151 F1=0.0000 IoU=0.0000
[VAL 330/342] ang20191021t161810_r3823_c46_w151_h151 F1=0.1843 IoU=0.1015
[VAL 331/342] ang20191021t153008_r8433_c459_w151_h151 F1=0.8291 IoU=0.7081
[VAL 332/342] ang20191021t193145_r7745_c179_w151_h151 F1=0.0000 IoU=0.0000
[VAL 333/342] ang20191021t183204_r8179_c85_w151_h151 F1=0.5458 IoU=0.3754
[VAL 334/342] ang20191021t184841_r8215_c417_w151_h151 F1=0.6684 IoU=0.5020
[VAL 335/342] ang20191021t171902_r10628_c423_w151_h151 F1=0.0000 IoU=0.0000
[VAL 336/342] ang20191018t183859_r15633_c372_w151_h151 F1=0.0000 IoU=0.0000
[VAL 337/342] ang20191021t180251_r9355_c302_w151_h151 F1=0.0000 IoU=0.0000
[VAL 338/342] ang20191021t153008_r4804_c289_w151_h151 F1=0.0000 IoU=0.0000
[VAL 339/342] ang20191018t172239_r5618_c276_w151_h151 F1=0.0000 IoU=0.0000
[VAL 340/342] ang20191021t164905_r10652_c11_w151_h151 F1=0.0000 IoU=0.0000
[VAL 341/342] ang20191021t181927_r10749_c356_w151_h151 F1=0.0000 IoU=0.0000
[VAL 342/342] ang20191021t154726_r10118_c446_w151_h151 F1=0.0000 IoU=0.0000

VALIDATION GLOBAL
Precision=0.8067 Recall=0.3156 F1=0.4537 F1-Strong=0.4306 F1-Weak=0.5926 IoU=0.2934 AUPRC=0.4192 FPR-No-Plume=0.0000 Accuracy=0.9984
Input  : [1,512,512,4] INT8 fix=5
Output : [1,512,512,1] FLOAT32

============================================================
max_end_to_end_throughput
============================================================
batch              = 1
runners            = 2
pre_workers        = 1
post_workers       = 1
slots_per_runner   = 1
completed          = 342
wall_s             = 123.446689
THROUGHPUT FPS     = 2.770427
POWER sensors/samples = 1/616.000000
POWER mean/min/max W = 14.810032/14.587000/16.812000
ENERGY estimated J   = 1828.249475

FPS EQUIVALENT FROM PER-JOB LATENCY
 average = 1.307645
 min     = 1.175233
 max     = 1.788614
 p95     = 1.221912
 p99     = 1.205612

LATENCY ms
 mean   = 764.733581
 median = 768.113065
 min    = 559.092060
 max    = 850.895060
 p90    = 808.544055
 p95    = 818.389261
 p99    = 829.454164
 stddev = 37.853507
 CV     = 0.049499
 jitter p99-p50 = 61.341099 ms

DPU STAGE ms
 mean = 407.063895
 p95  = 420.053595
 p99  = 425.082246

PREPROCESS mean = 305.165619 ms
POSTPROCESS mean = 6.640600 ms

INTER-COMPLETION ms
 mean = 360.323228
 p95  = 414.268180
 p99  = 439.106850
OUTPUT-CADENCE FPS
 average(system wall) = 2.770427
 min = 2.235500
 max = 6.782250
 p95 = 2.413895
 p99 = 2.277350

Results saved to:
/home/root/Benchmark_ZCU104/results_all_models/methane_mobilenet_v3/runs/80_full_end_to_end__max_e2e__r2_pre1_post1_spr1_nopin__rep1__n0__samples0__cpu1
